"Rescue ID","Name","Birthdate","Sex","Primary Breed","Color (General)","Status","Created","Euthanasia Date","Adopted Date"
"F16-077","Slick A","3/26/2016","Male","Domestic Short Hair","Black","Passed Away","4/11/2016 8:16 PM","",""
"F16-078","Dasha W","4/12/2014","Female","Domestic Short Hair","Tortoiseshell","Euthanized","5/4/2016 9:18 PM","9/6/2023","8/20/2018"
"F16-079","Denton W","3/29/2016","Male","Domestic Short Hair","Orange","Adopted","5/4/2016 9:20 PM","","10/18/2016"
"F16-080","Dacey W","3/29/2016","Female","Domestic Short Hair","Tortoiseshell","Adopted","5/4/2016 9:21 PM","","12/20/2016"
"F16-081","Daylyn W","3/26/2016","Female","Domestic Short Hair","Black and White","Adopted","5/4/2016 9:22 PM","","3/19/2017"
"F16-082","Draper W","3/26/2016","Male","Domestic Medium Hair","Black and White","Adopted","5/4/2016 9:22 PM","","1/21/2017"
"F16-083","Sebastian Black","3/26/2016","Male","Domestic Short Hair","Black","Euthanized","5/4/2016 9:33 PM","5/1/2016",""
"F16-084","Belle Black","3/26/2016","Female","Domestic Short Hair","Black","Adopted","5/4/2016 9:35 PM","","8/28/2016"
"F16-085","Biscotti K","3/26/2016","Male","Domestic Medium Hair","Brown Tabby","Adopted","5/4/2016 9:56 PM","","9/28/2016"
"F16-086","Anisette K","3/26/2016","Female","Domestic Medium Hair","Brown Tabby","Adopted","5/4/2016 9:56 PM","","9/28/2016"
"F16-087","Revlon H","1/1/2016","Female","Domestic Short Hair","Tortoiseshell","Adopted","5/8/2016 12:25 PM","","7/19/2017"
"F16-088","Maybelline H","4/28/2015","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","5/8/2016 12:26 PM","","7/16/2017"
"F16-089","Izzy H","7/7/2013","Female","Abyssinian","Brown Tabby","Adopted","5/8/2016 12:29 PM","","11/2/2016"
"F16-090","Mia H","4/28/2014","Female","Abyssinian","Brown Tabby","Adopted","5/8/2016 12:30 PM","","10/16/2019"
"F16-091","Morgan H","10/1/2014","Male","Domestic Short Hair","Black and White","Adopted","5/8/2016 12:32 PM","","6/22/2016"
"F16-092","Maiya H","4/12/2015","Female","Domestic Short Hair","Gray (Mostly)","Adopted","5/8/2016 12:37 PM","","6/11/2016"
"F16-093","Tricia L","4/10/2015","Female","Domestic Short Hair","Orange","Adopted","5/8/2016 2:19 PM","","8/19/2016"
"F16-094","Tex L","4/10/2016","Male","Domestic Short Hair","Orange","Adopted","5/8/2016 2:19 PM","","2/3/2017"
"F16-095","Tessa L","4/10/2016","Female","Snowshoe","Cream (Mostly)","Adopted","5/8/2016 2:20 PM","","2/24/2017"
"F16-096","Thea L","4/10/2016","Female","Domestic Short Hair","Gray (Mostly)","Adopted","5/8/2016 2:21 PM","","1/21/2017"
"F16-097","Tracie L","4/10/2016","Female","Domestic Short Hair","Gray (Mostly)","Adopted","5/8/2016 2:24 PM","","12/26/2016"
"F16-098","Terri L","4/10/2016","Female","Domestic Short Hair","Gray (Mostly)","Adopted","5/8/2016 2:24 PM","","12/10/2016"
"F16-099","Topaz L","4/10/2016","Female","Domestic Short Hair","Gray (Mostly)","Adopted","5/8/2016 2:25 PM","","12/4/2016"
"F16-100","Tilly L","4/10/2016","Female","Domestic Short Hair","Black and White","Adopted","5/8/2016 2:25 PM","","10/24/2016"
"F16-101","Minerva","6/19/2015","Female","Domestic Short Hair","Gray and White","Adopted","5/8/2016 2:34 PM","","7/19/2016"
"F16-102","Albus","3/19/2016","Male","Domestic Long Hair","Black and White","Adopted","5/8/2016 2:35 PM","","8/9/2016"
"F16-103","Sprout","3/19/2016","Female","Domestic Short Hair","Black and White","Adopted","5/8/2016 2:36 PM","","8/9/2016"
"F16-104","Rowena","3/19/2016","Female","Domestic Short Hair","Black and White","Adopted","5/8/2016 2:36 PM","","8/9/2016"
"F16-105","Helena","3/19/2016","Female","Domestic Medium Hair","Black and White","Adopted","5/8/2016 2:37 PM","","1/3/2017"
"F16-106","Severus","4/2/2016","Male","Domestic Short Hair","Black and White","Euthanized","5/8/2016 2:37 PM","5/12/2016",""
"F16-107","Giza T","4/7/2016","Male","Domestic Short Hair","Black","Adopted","5/14/2016 11:35 AM","","8/28/2016"
"F16-108","Alex T","4/7/2016","Male","Domestic Short Hair","Black","Adopted","5/14/2016 11:36 AM","","12/14/2016"
"F16-109","Hali T","4/7/2016","Male","Domestic Medium Hair","Black","Adopted","5/14/2016 11:36 AM","","8/14/2016"
"F16-110","Artemis T","4/7/2016","Male","Domestic Short Hair","Black","Adopted","5/14/2016 11:37 AM","","7/22/2016"
"F16-111","Olympia T","4/7/2016","Female","Domestic Long Hair","Black","Adopted","5/14/2016 11:38 AM","","8/30/2016"
"F16-112","Rhodie T","4/7/2016","Male","Domestic Short Hair","Black and White","Adopted","5/14/2016 11:39 AM","","8/14/2016"
"F16-113","Babylon T","4/9/2016","Male","Domestic Medium Hair","Black and White","Adopted","5/14/2016 11:39 AM","","7/22/2016"
"F16-114","Dr. Seuss","3/26/2016","Male","Domestic Short Hair","Orange","Adopted","5/14/2016 11:46 AM","","7/10/2016"
"F16-115","Horton","3/26/2016","Female","Domestic Short Hair","Black","Adopted","5/14/2016 11:46 AM","","7/10/2016"
"F16-116","Prince William","3/19/2016","Male","Domestic Short Hair","Brown Tabby","Adopted","5/14/2016 12:16 PM","","10/8/2016"
"F16-117","Prince Harry","3/19/2016","Male","Domestic Short Hair","Brown Tabby","Adopted","5/14/2016 12:17 PM","","10/8/2016"
"F16-118","Aria S","3/24/2016","Female","Domestic Short Hair","Black and White","Adopted","5/14/2016 12:30 PM","","8/28/2016"
"F16-119","Anala S","3/24/2016","Female","Domestic Short Hair","Black and White","Adopted","5/14/2016 12:32 PM","","8/28/2016"
"F16-120","Neena fka Anika S","3/24/2016","Female","Domestic Short Hair","Black and White","Pending","5/14/2016 12:34 PM","","8/30/2016"
"F16-121","Flynn S aka Tobias","3/19/2016","Male","Domestic Short Hair","Brown Tabby","Adopted","5/14/2016 12:36 PM","","11/2/2019"
"F16-122","Aladdin S","3/19/2016","Male","Domestic Short Hair","Brown Tabby","Adopted","5/14/2016 12:37 PM","","7/22/2016"
"F16-123","Tarzan S","3/19/2016","Male","Domestic Short Hair","Brown Tabby","Adopted","5/14/2016 12:38 PM","","7/22/2016"
"F16-124","Prince Charming S","3/19/2016","Male","Domestic Short Hair","Gray and White","Adopted","5/14/2016 12:39 PM","","7/22/2016"
"F16-125","Josh Chia","4/2/2016","Male","Domestic Short Hair","Orange","Adopted","5/14/2016 12:52 PM","","7/27/2016"
"F16-126","Jasper Chia","4/2/2016","Male","Domestic Short Hair","Orange","Adopted","5/14/2016 12:53 PM","","7/10/2016"
"F16-127","Taz Chia","4/2/2016","Male","Domestic Short Hair","Orange","Adopted","5/14/2016 12:53 PM","","7/27/2016"
"F16-128","Ramsey (fka Dexter Chia)","4/2/2016","Male","Maine Coon","Black and White","Pending","5/14/2016 12:54 PM","","8/8/2016"
"F16-129","Cersai (fka Tucker Chia)","4/2/2016","Female","Domestic Short Hair","Black and White","Pending","5/14/2016 12:55 PM","","8/8/2016"
"F16-130","Meiko","1/13/2015","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","5/15/2016 2:39 PM","","6/11/2016"
"F16-131","Patty Cake","5/13/2011","Male","Domestic Short Hair","Brown Tabby","Adopted","5/15/2016 2:40 PM","","8/1/2021"
"F16-132","Chloe Black","5/15/2015","Female","Domestic Short Hair","Black","Passed Away","5/15/2016 2:42 PM","",""
"F16-133","Penni","3/20/2016","Female","Domestic Short Hair","Brown Tabby","Adopted","5/15/2016 2:46 PM","","1/5/2018"
"F16-134","Lorelei","5/15/2015","Female","Maine Coon","Brown Tabby","Adopted","5/15/2016 2:49 PM","","5/30/2016"
"F16-135","Dean Cricket","3/22/2016","Male","Domestic Short Hair","Brown Tabby","Adopted","5/15/2016 2:54 PM","","10/3/2016"
"F16-136","Sookie Cricket","3/22/2016","Male","Domestic Long Hair","Black and White","Adopted","5/15/2016 2:55 PM","","7/10/2016"
"F16-137","Paris Cricket","3/22/2016","Female","Domestic Short Hair","Brown Tabby","Adopted","5/15/2016 2:55 PM","","7/10/2016"
"F16-138","Rory Cricket","3/22/2016","Female","Maine Coon","Calico or Dilute Calico","Adopted","5/15/2016 2:56 PM","","7/10/2016"
"F16-139","Jess Cricket","3/22/2016","Male","Maine Coon","Gray (Mostly)","Adopted","5/15/2016 2:57 PM","","7/10/2016"
"F16-140","Logan Cricket","3/22/2016","Male","Domestic Short Hair","Brown Tabby","Adopted","5/15/2016 2:58 PM","","7/10/2016"
"F16-141","Christopher Walken","4/10/2016","Male","Domestic Short Hair","Orange and White","Adopted","5/15/2016 3:10 PM","","12/20/2016"
"F16-142","Jack Nicholson","4/10/2016","Male","Domestic Short Hair","Gray and White","Transferred","5/15/2016 3:10 PM","",""
"F16-143","Channing Tatum","4/10/2016","Male","Domestic Short Hair","Orange and White","Transferred","5/15/2016 3:11 PM","",""
"F16-144","Ryan Gosling","4/10/2016","Male","Domestic Short Hair","Tan (Mostly)","Adopted","5/15/2016 3:12 PM","","12/20/2016"
"F16-145","Mary Cassat","4/10/2016","Female","Domestic Medium Hair","Calico or Dilute Calico","Adopted","5/15/2016 3:12 PM","","8/28/2016"
"F16-146","Angus Black","3/21/2016","Male","Domestic Short Hair","Black","Adopted","5/20/2016 5:45 PM","","1/5/2018"
"F16-147","Tigerlily","3/27/2016","Female","Domestic Short Hair","Brown Tabby","Adopted","5/23/2016 10:31 AM","","8/27/2016"
"F16-148","Marigold","3/27/2016","Female","Domestic Short Hair","Orange","Adopted","5/23/2016 10:31 AM","","6/5/2016"
"F16-149","Dandelion","3/27/2016","Female","Domestic Short Hair","Orange","Adopted","5/23/2016 10:32 AM","","8/14/2016"
"F16-150","Gelato K","3/27/2016","Female","Domestic Short Hair","Black and White","Adopted","5/23/2016 10:33 AM","","10/15/2016"
"F16-151","Spumoni K","3/27/2016","Male","Domestic Medium Hair","Black and White","Adopted","5/23/2016 10:34 AM","","2/20/2017"
"F16-152","Sherbet K","3/27/2016","Female","Domestic Medium Hair","Black and White","Adopted","5/23/2016 10:35 AM","","11/27/2016"
"F16-153","Sorbet K","3/27/2016","Female","Domestic Short Hair","Black","Adopted","5/23/2016 10:35 AM","","5/23/2017"
"F16-154","Adara","4/18/2016","Female","Domestic Short Hair","Black","Adopted","6/2/2016 8:12 PM","","11/24/2016"
"F16-155","Suri","4/12/2016","Female","Domestic Medium Hair","Tortoiseshell","Adopted","6/2/2016 8:13 PM","","11/24/2016"
"F16-156","Loosea Cricket","4/23/2014","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","6/2/2016 8:16 PM","","8/4/2016"
"F16-157","Charming Cricket","4/23/2016","Male","Domestic Short Hair","Orange","Adopted","6/2/2016 8:15 PM","","9/16/2016"
"F16-158","Leya Cricket","4/23/2016","Female","Domestic Short Hair","Black and White","Adopted","6/2/2016 8:18 PM","","10/29/2016"
"F16-159","Dash Cricket","4/23/2016","Female","Domestic Short Hair","Brown Tabby","Adopted","6/2/2016 8:20 PM","","10/18/2016"
"F16-160","Rarity Cricket","4/23/2016","Female","Domestic Short Hair","Brown Tabby","Adopted","6/2/2016 8:20 PM","","9/16/2016"
"F16-161","Dina I Momma kitty","6/1/2015","Female","Domestic Short Hair","Black","Not Available","6/2/2016 8:31 PM","",""
"F16-162","Nala I","3/16/2016","Female","Domestic Short Hair","Brown Tabby","Adopted","6/2/2016 8:35 PM","","2/25/2019"
"F16-163","Sarafina I","3/16/2016","Female","Domestic Short Hair","Brown Tabby","Pending","6/2/2016 8:36 PM","",""
"F16-164","Sarabi I","3/16/2016","Female","Domestic Short Hair","Brown Tabby","Pending","6/2/2016 8:37 PM","",""
"F16-165","Kiara I","3/16/2016","Female","Domestic Short Hair","Brown Tabby","Adopted","6/2/2016 8:37 PM","","2/25/2019"
"F16-166","Mufasa I","3/16/2016","Male","Domestic Short Hair","Brown Tabby","Adopted","6/2/2016 8:38 PM","","1/11/2017"
"F16-167","Corolla","9/24/2015","Female","Domestic Short Hair","Brown Tabby","Adopted","6/2/2016 8:45 PM","","8/7/2016"
"F16-168","Currituck","5/24/2014","Female","Maine Coon","Brown Tabby","Adopted","6/2/2016 8:46 PM","","4/17/2017"
"F16-169","Ocracoke","11/24/2014","Female","Domestic Short Hair","Gray (Mostly)","Adopted","6/2/2016 8:48 PM","","6/29/2016"
"F16-170","Rodanthe","5/24/2015","Female","Domestic Long Hair","Gray","Adopted","6/2/2016 8:56 PM","","4/17/2017"
"F16-171","Manteo (FeLV+)","5/24/2015","Male","Domestic Short Hair","Gray (Mostly)","Passed Away","6/2/2016 8:58 PM","",""
"F16-172","Hatteras","5/24/2012","Male","Domestic Short Hair","Orange","Adopted","6/2/2016 8:59 PM","","1/19/2019"
"F16-173","Sassy H","5/27/2014","Female","Domestic Short Hair","Black and White","Adopted","6/2/2016 9:52 PM","","9/13/2016"
"F16-174","Crumpet S","3/24/2016","Female","Domestic Short Hair","Tortoiseshell","Adopted","6/9/2016 5:41 PM","","3/4/2017"
"F16-175","Opus K","5/20/2016","Male","Domestic Short Hair","Gray and White","Adopted","6/9/2016 5:44 PM","","1/2/2017"
"F16-176","Lucca","5/20/2016","Male","Domestic Short Hair","Gray and White","Adopted","6/9/2016 5:45 PM","","11/5/2016"
"F16-177","Thomas L","4/10/2016","Male","Domestic Short Hair","Orange (Mostly)","Adopted","6/12/2016 7:28 PM","","2/6/2017"
"F16-178","Nikki K","5/4/2016","Female","Domestic Long Hair","Calico or Dilute Calico","Adopted","6/20/2016 8:50 PM","","9/16/2016"
"F16-179","Klondike K","3/27/2016","Male","Domestic Short Hair","Black and White","Adopted","6/20/2016 8:52 PM","","10/14/2016"
"F16-180","Flurry K","3/6/2016","Male","Russian Blue","Gray","Adopted","6/20/2016 8:54 PM","","8/31/2016"
"F16-181","Vincent","3/25/2015","Male","Domestic Short Hair","Black","Adopted","6/20/2016 9:02 PM","","8/21/2016"
"F16-182","Ginger D","6/12/2015","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","6/25/2016 12:34 AM","","8/14/2016"
"F16-183","Merit H","11/24/2015","Female","Siamese","Cream (Mostly)","Adopted","6/25/2016 12:56 AM","","8/14/2016"
"F16-184","Noche","3/30/2014","Female","Domestic Long Hair","Black (Mostly)","Adopted","6/25/2016 1:06 AM","","11/12/2018"
"F16-185","Dulce","3/30/2015","Female","Domestic Short Hair","Gray (Mostly)","Adopted","6/25/2016 1:07 AM","","11/12/2018"
"F16-186","Skunk II","5/7/2016","Male","Domestic Short Hair","Black and White","Adopted","6/25/2016 1:31 AM","","9/16/2016"
"F16-187","Squeaker","4/30/2016","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","6/25/2016 1:32 AM","","9/16/2016"
"F16-188","Oliver Twist","4/30/2016","Male","Domestic Short Hair","Brown Tabby","Adopted","6/25/2016 1:35 AM","","12/11/2016"
"F16-189","Simpkins","4/16/2016","Male","Domestic Long Hair","Black","Adopted","6/25/2016 1:36 AM","","12/30/2018"
"F16-190","Taffeta","4/16/2016","Female","Domestic Long Hair","Tortoiseshell","Adopted","6/25/2016 1:37 AM","","12/30/2018"
"F16-191","Ted","1/10/2014","Male","Domestic Short Hair","Brown Tabby","Adopted","7/10/2016 2:27 PM","","6/23/2017"
"F16-192","Piglet","4/7/2016","Female","Domestic Long Hair","Gray (Mostly)","Adopted","7/10/2016 2:31 PM","","5/16/2020"
"F16-193","Eeyore","4/7/2016","Male","Domestic Medium Hair","White (Mostly)","Transferred","7/10/2016 2:32 PM","","5/16/2020"
"F16-194","Perry Mason","7/10/2010","Male","Domestic Long Hair","Black","Adopted","7/10/2016 2:38 PM","","10/8/2016"
"F16-195","Ruby Dawn","4/17/2016","Female","Domestic Short Hair","Brown Tabby","Adopted","7/10/2016 8:02 PM","","9/16/2016"
"F16-196","Pearl Dawn","4/17/2016","Female","Domestic Short Hair","Brown Tabby","Adopted","7/10/2016 8:03 PM","","9/16/2016"
"F16-197","Luna Dawn","4/10/2016","Female","Domestic Short Hair","Black and White","Adopted","7/10/2016 8:04 PM","","12/24/2016"
"F16-198","Stella Dawn","4/10/2016","Female","Domestic Short Hair","Black and White","Adopted","7/10/2016 8:05 PM","","12/24/2016"
"F16-199","Ikora","5/15/2016","Female","Domestic Short Hair","Black and White","Adopted","7/10/2016 8:14 PM","","7/26/2017"
"F16-200","Cayde","5/15/2016","Female","Domestic Short Hair","Gray (Mostly)","Adopted","7/10/2016 8:15 PM","","1/6/2017"
"F16-201","Eris","5/15/2016","Female","Domestic Medium Hair","Gray","Adopted","7/10/2016 8:16 PM","","6/14/2018"
"F16-202","Jasper B","5/1/2016","Female","Domestic Short Hair","Black (Mostly)","Adopted","7/12/2016 11:01 AM","","3/27/2017"
"F16-203","Matilda B","5/1/2016","Female","Domestic Short Hair","Black (Mostly)","Adopted","7/12/2016 11:01 AM","","3/27/2017"
"F16-204","Garfield B","5/1/2016","Male","Domestic Short Hair","Orange (Mostly)","Adopted","7/12/2016 11:02 AM","","3/27/2017"
"F16-205","Mr. Longface B","5/1/2016","Male","Domestic Short Hair","Orange (Mostly)","Adopted","7/12/2016 11:02 AM","","3/27/2017"
"F16-206","Graycie H","6/29/2015","Female","Domestic Short Hair","Gray","Adopted","7/12/2016 9:22 PM","","8/16/2016"
"F16-207","Galladin","7/2/2013","Male","Domestic Short Hair","Gray","Adopted","7/12/2016 10:08 PM","","9/12/2016"
"F16-208","Adrianna H","1/19/2015","Female","Maine Coon","Black","Adopted","8/2/2016 2:06 PM","","12/12/2016"
"F16-209","Shaggy H","3/16/2016","Male","Maine Coon","Gray (Mostly)","Adopted","8/2/2016 2:14 PM","","12/3/2016"
"F16-210","Daphne H","6/1/2016","Female","Domestic Short Hair","Gray","Adopted","8/2/2016 2:16 PM","","2/4/2017"
"F16-211","Fred H","6/1/2016","Male","Domestic Short Hair","Gray","Adopted","8/2/2016 2:16 PM","","2/4/2017"
"F16-212","Velma H","6/1/2016","Female","Domestic Short Hair","Gray","Adopted","8/2/2016 2:17 PM","","10/16/2016"
"F16-213","Scooby H","6/1/2016","Male","Domestic Short Hair","Black","Adopted","8/2/2016 2:18 PM","","2/5/2017"
"F16-214","Peeps","7/30/2010","Female","Maine Coon","Brown Tabby","Adopted","8/14/2016 8:11 PM","","9/8/2016"
"F16-215","Creedmoor","4/14/2016","Male","Maine Coon","Black and White","Adopted","8/14/2016 8:23 PM","","10/29/2017"
"F16-216","Sir Pumpkin","8/14/2015","Male","Domestic Short Hair","Orange and White","Adopted","8/14/2016 8:38 PM","","5/29/2017"
"F16-217","Alvin T","6/12/2016","Male","Domestic Short Hair","Orange (Mostly)","Adopted","8/14/2016 8:50 PM","","2/8/2017"
"F16-218","Alfred T","6/12/2016","Male","Domestic Short Hair","Orange (Mostly)","Adopted","8/14/2016 8:50 PM","","2/8/2017"
"F16-219","Cortland","8/5/2015","Male","Domestic Short Hair","Orange (Mostly)","Adopted","8/15/2016 7:48 PM","","6/12/2016"
"F16-220","Sascha","8/6/2013","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","8/15/2016 7:55 PM","","5/16/2018"
"F16-221","Bingo K","7/6/2016","Male","Domestic Short Hair","Black and White","Adopted","8/15/2016 8:05 PM","","8/2/2019"
"F16-222","Grace","8/14/2015","Female","Siamese","Calico or Dilute Calico","Adopted","8/23/2016 2:32 PM","","10/4/2016"
"F16-223","Dandelion D","4/20/2016","Male","Domestic Short Hair","Orange (Mostly)","Adopted","8/26/2016 1:52 PM","","11/6/2016"
"F16-224","Rocky H","5/18/2014","Male","Domestic Short Hair","Gray (Mostly)","Adopted","8/26/2016 1:59 PM","","9/15/2016"
"F16-225","Tinkerbell T","6/24/2016","Female","Domestic Short Hair","","Adopted","8/26/2016 2:11 PM","","12/31/2017"
"F16-226","Jaune-Tom Dyer","5/25/2014","Male","Domestic Short Hair","Orange and White","Adopted","8/26/2016 2:24 PM","","6/1/2014"
"F16-227","Temperance","8/24/2014","Female","Maine Coon","Black and White","Adopted","8/26/2016 2:41 PM","","12/28/2016"
"F16-228","Pluto V","8/28/2015","Female","Domestic Long Hair","Black","Adopted","8/28/2016 9:05 PM","","11/6/2016"
"F16-229","Chi V","6/20/2016","Female","Domestic Short Hair","Brown Tabby","Adopted","8/28/2016 9:11 PM","","12/11/2016"
"F16-230","Beavis V","6/20/2016","Male","Domestic Short Hair","Brown Tabby","Adopted","8/28/2016 9:13 PM","","12/11/2016"
"F16-231","Sweetheart J","8/28/2015","Female","Domestic Short Hair","Tortoiseshell","Pending","8/28/2016 9:24 PM","",""
"F16-232","Bandit J","7/3/2016","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","8/28/2016 9:25 PM","","10/4/2016"
"F16-233","Aki J","7/3/2016","Female","Domestic Short Hair","Black","Adopted","8/28/2016 9:26 PM","","10/4/2016"
"F16-234","Charlie J","7/3/2016","Male","Domestic Short Hair","Black and White","Adopted","8/28/2016 9:27 PM","","10/4/2016"
"F16-235","Dwayne "The Rock" Johnson","6/5/2016","Male","Domestic Short Hair","Black and White","Adopted","8/28/2016 9:35 PM","","12/7/2016"
"F16-236","Izzy Orange","5/1/2012","Male","Domestic Long Hair","Orange (Mostly)","Adopted","8/28/2016 9:42 PM","","2/5/2017"
"F16-237","Jazz Orange","5/1/2012","Male","Domestic Long Hair","Orange (Mostly)","Adopted","8/28/2016 9:42 PM","","2/5/2017"
"F16-238","Callie Beth","6/3/2014","Female","Domestic Long Hair","Calico or Dilute Calico","Adopted","8/28/2016 9:50 PM","","3/28/2017"
"F16-239","Jessie James","8/28/2011","Male","Domestic Short Hair","Brown Tabby","Adopted","8/28/2016 9:57 PM","","9/17/2016"
"F16-240","Frank H","8/28/2011","Male","Domestic Short Hair","Gray and White","Adopted","8/28/2016 9:59 PM","","6/24/2017"
"F16-241","Lucy H","8/28/2006","Female","Domestic Short Hair","Gray and White","Transferred","8/28/2016 10:03 PM","","3/7/2020"
"F16-242","Sir Oreo","8/14/2015","Male","Domestic Short Hair","Black and White","Adopted","8/28/2016 10:06 PM","","5/29/2017"
"F16-243","Quicksilver J","7/3/2016","Female","Domestic Short Hair","Tortoiseshell","Pending","9/3/2016 11:48 AM","",""
"F16-244","Honey H","9/1/2014","Female","Domestic Short Hair","Tortoiseshell","Passed Away","9/3/2016 11:57 AM","",""
"F16-245","Sasha Reed","8/25/2008","Female","Domestic Long Hair","Calico or Dilute Calico","Adopted","9/16/2016 11:06 AM","",""
"F16-246","Sam Winchester","7/14/2016","Male","Domestic Long Hair","Black","Adopted","9/16/2016 11:17 AM","","11/6/2016"
"F16-247","Dean Winchester","7/14/2016","Male","Domestic Long Hair","Black","Adopted","9/16/2016 11:18 AM","","11/6/2016"
"F16-248","Nellie","3/13/2016","Female","Domestic Short Hair","Tortoiseshell","Adopted","9/16/2016 11:36 AM","","1/12/2019"
"F16-249","Chester K","6/7/2016","Male","Domestic Short Hair","Black and White","Released","9/20/2016 7:18 PM","",""
"F16-250","Cooper K","6/7/2016","Male","Domestic Short Hair","Gray and White","Released","9/20/2016 7:19 PM","",""
"F16-251","Margo","3/1/2016","Female","Maine Coon","Gray","Adopted","9/24/2016 4:46 PM","","11/12/2016"
"F16-252","Luminara","9/22/2008","Female","Maine Coon","Black","Euthanized","9/24/2016 4:55 PM","3/29/2017",""
"F16-253","Anakin","8/15/2016","Male","Domestic Short Hair","Black and White","Adopted","9/24/2016 4:59 PM","","12/27/2016"
"F16-254","Ahsoka","8/15/2016","Female","Domestic Short Hair","Black and White","Adopted","9/24/2016 5:00 PM","","12/27/2016"
"F16-255","Annabelle J","1/5/2016","Female","Domestic Short Hair","White (Mostly)","Adopted","10/5/2016 9:55 PM","","11/6/2016"
"F16-256","Annie Ash","5/5/2016","Female","Domestic Short Hair","Gray (Mostly)","Adopted","10/5/2016 9:57 PM","","1/26/2019"
"F16-257","Mattie Ash","10/5/2015","Female","Domestic Short Hair","Gray (Mostly)","Adopted","10/5/2016 10:03 PM","","3/9/2017"
"F16-258","Pony Ash","10/5/2014","Male","Domestic Short Hair","Gray and White","Adopted","10/5/2016 10:04 PM","","6/21/2019"
"F16-259","Scrappy H","8/1/2016","Male","Domestic Short Hair","Gray (Mostly)","Adopted","10/20/2016 10:38 AM","","2/9/2017"
"F16-260","Joey II","6/9/2009","Female","Domestic Long Hair","Tortoiseshell","Adopted","10/20/2016 10:41 AM","","7/1/2017"
"F16-261","Maggie II","6/9/2009","Female","Domestic Short Hair","Black","Adopted","10/20/2016 10:42 AM","","7/1/2017"
"F16-262","Star H","3/2/2016","Female","Domestic Short Hair","Black and White","Adopted","10/20/2016 10:49 AM","","9/18/2017"
"F16-263","Ben H","3/2/2016","Male","Domestic Short Hair","Black and White","Adopted","10/20/2016 10:50 AM","","8/9/2017"
"F16-264","Boo H","10/20/2015","Male","Domestic Long Hair","White","Adopted","10/20/2016 10:54 AM","","12/27/2016"
"F16-265","Raiden (Feral)","9/15/2015","Male","Domestic Short Hair","Gray and White","Released","10/24/2016 12:18 AM","",""
"F16-266","Ryo (Feral)","9/15/2015","Female","Domestic Short Hair","Gray and White","Released","10/24/2016 12:18 AM","",""
"F16-267","Ran (Feral)","9/15/2015","Female","Domestic Short Hair","Black and White","Released","10/24/2016 12:19 AM","",""
"F16-268","Lacy K","10/15/2015","Female","Domestic Short Hair","Black and White","Adopted","10/24/2016 12:21 AM","","3/25/2018"
"F16-269","Lucas K","10/15/2015","Male","Domestic Short Hair","Black and White","Adopted","10/24/2016 12:22 AM","","3/25/2018"
"F16-270","Shiloh K","10/30/2015","Male","Domestic Short Hair","Orange (Mostly)","Adopted","10/27/2016 11:16 PM","","3/3/2018"
"F16-271","Tyrion B","8/8/2016","Male","Domestic Short Hair","Black","Adopted","11/2/2016 3:14 PM","","1/1/2017"
"F16-272","Miss Daisy B","10/20/2013","Female","Domestic Short Hair","Brown Tabby","Adopted","11/2/2016 3:47 PM","","1/31/2017"
"F16-273","Tigger B","7/1/2016","Male","Domestic Short Hair","Orange (Mostly)","Adopted","11/2/2016 3:48 PM","","4/22/2017"
"F16-274","Roo B","7/1/2016","Male","Domestic Short Hair","Black","Adopted","11/2/2016 3:49 PM","","3/2/2017"
"F16-275","Allie H","3/16/2015","Female","Domestic Short Hair","Gray (Mostly)","Adopted","11/2/2016 4:08 PM","","1/5/2017"
"F16-276","Leon D","9/10/2016","Male","Domestic Short Hair","Gray (Mostly)","Passed Away","11/8/2016 9:48 AM","",""
"F16-277","Myles Orange","2/1/2015","Male","Domestic Short Hair","Orange (Mostly)","Adopted","11/2/2016 4:25 PM","","12/29/2016"
"F16-278","Willow Orange","2/1/2015","Female","Domestic Short Hair","Orange (Mostly)","Adopted","11/2/2016 4:25 PM","","10/20/2019"
"F16-279","Taffy K","8/15/2016","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","11/2/2016 4:38 PM","","1/15/2017"
"F16-280","Pez K","8/15/2016","Male","Domestic Short Hair","Black and White","Passed Away","11/2/2016 4:39 PM","",""
"F16-281","Bessie D","9/10/2016","Female","Domestic Short Hair","Black and White","Adopted","11/8/2016 9:49 AM","","1/15/2017"
"F16-282","Elsie D","9/10/2016","Female","Domestic Short Hair","Black and White","Adopted","11/8/2016 9:48 AM","","1/15/2017"
"F16-283","Subaru H","1/1/2015","Female","Domestic Short Hair","Tortoiseshell","Euthanized","11/2/2016 4:15 PM","",""
"F16-284","Tahoe H","8/28/2016","Male","Domestic Long Hair","Black","Adopted","11/8/2016 9:55 AM","","12/12/2016"
"F16-285","Durango H","8/28/2016","Male","Domestic Short Hair","Orange (Mostly)","Adopted","11/8/2016 9:55 AM","","12/12/2016"
